date,year,index,N1,N2,N3,N4,N5,N6,S1,color,zodiac,EvO,BS,month
2013-02-26,2013,22,36,16,4,15,1,18,21,green,rooster,odd,small,2
2013-02-28,2013,23,26,10,28,30,11,23,17,green,ox,odd,small,2
2013-03-03,2013,24,8,31,39,7,35,26,37,blue,snake,odd,big,3
2013-03-05,2013,25,36,6,4,43,8,35,5,green,ox,odd,small,3
2013-03-07,2013,26,8,24,35,41,9,39,2,red,dragon,even,small,3
2013-03-09,2013,27,43,9,40,18,24,34,28,green,tiger,even,big,3
2013-03-12,2013,28,17,30,38,15,45,13,4,blue,tiger,even,small,3
2013-03-14,2013,29,46,4,16,17,3,15,12,red,horse,even,small,3
2013-03-16,2013,30,31,9,41,47,45,6,18,red,rat,even,small,3
2013-03-19,2013,31,15,34,29,12,28,3,8,red,dog,even,small,3
2013-03-21,2013,32,13,4,42,39,1,22,34,red,monkey,even,big,3
2013-03-23,2013,33,17,6,9,33,42,25,27,green,rabbit,odd,big,3
2013-03-26,2013,34,40,26,35,15,44,10,11,green,goat,odd,small,3
2013-03-28,2013,35,38,17,44,31,12,45,43,green,pig,odd,big,3
2013-03-30,2013,36,25,6,34,43,19,4,17,green,ox,odd,small,3
2013-04-02,2013,37,46,33,2,31,4,9,5,green,ox,odd,small,4
2013-04-04,2013,38,27,2,7,11,17,15,4,blue,tiger,even,small,4
2013-04-06,2013,39,16,41,10,12,48,29,25,blue,snake,odd,big,4
2013-04-09,2013,40,28,35,43,2,3,25,39,green,rabbit,odd,big,4
2013-04-11,2013,41,11,20,24,18,49,29,2,red,dragon,even,small,4
2013-04-13,2013,42,47,8,46,40,16,29,18,red,rat,even,small,4
2013-04-16,2013,43,21,27,15,43,38,11,48,blue,horse,even,big,4
2013-04-18,2013,44,39,4,22,5,14,17,9,blue,rooster,odd,small,4
2013-04-21,2013,45,9,15,10,40,33,49,48,blue,horse,even,big,4
2013-04-23,2013,46,7,41,35,29,23,20,6,green,rat,even,small,4
2013-04-25,2013,47,22,17,14,38,15,48,19,red,pig,odd,small,4
2013-04-27,2013,48,26,7,23,16,4,28,9,blue,rooster,odd,small,4
2013-04-30,2013,49,18,4,49,30,31,24,36,blue,horse,even,big,4
2013-05-02,2013,50,31,28,5,1,44,46,14,blue,dragon,even,small,5
2013-05-04,2013,51,29,40,44,10,1,49,33,green,rooster,odd,big,5
2013-05-07,2013,52,29,14,37,9,5,24,36,blue,horse,even,big,5
2013-05-09,2013,53,14,34,16,12,15,22,13,red,snake,odd,small,5
2013-05-12,2013,54,16,20,1,11,6,25,22,green,monkey,even,small,5
2013-05-14,2013,55,44,2,16,19,47,11,27,green,rabbit,odd,big,5
2013-05-16,2013,56,48,7,42,32,27,18,17,green,ox,odd,small,5
2013-05-19,2013,57,43,48,4,24,30,14,34,red,monkey,even,big,5
2013-05-21,2013,58,11,16,31,18,23,12,36,blue,horse,even,big,5
2013-05-23,2013,59,47,12,24,49,45,27,6,green,rat,even,small,5
2013-05-25,2013,60,25,10,40,3,8,26,38,green,dragon,even,big,5
2013-05-28,2013,61,1,6,5,25,4,9,27,green,rabbit,odd,big,5
2013-05-30,2013,62,22,17,27,36,46,15,23,red,goat,odd,small,5
2013-06-01,2013,63,27,1,23,36,49,45,7,red,pig,odd,small,6
2013-06-04,2013,64,40,9,48,26,17,36,2,red,dragon,even,small,6
2013-06-06,2013,65,48,10,16,32,28,20,30,red,rat,even,big,6
2013-06-09,2013,66,44,42,15,22,24,18,28,green,tiger,even,big,6
2013-06-11,2013,67,1,35,40,39,21,14,5,green,ox,odd,small,6
2013-06-13,2013,68,43,11,3,32,26,35,1,red,snake,odd,small,6
2013-06-15,2013,69,42,27,29,14,45,9,44,green,dog,even,big,6
2013-06-18,2013,70,9,47,22,31,45,23,39,green,rabbit,odd,big,6
2013-06-20,2013,71,29,46,11,31,14,16,30,red,rat,even,big,6
2013-06-22,2013,72,23,40,42,25,46,34,39,green,rabbit,odd,big,6
2013-06-25,2013,73,35,40,20,38,17,29,22,green,monkey,even,small,6
2013-06-27,2013,74,47,48,16,37,34,42,17,green,ox,odd,small,6
2013-06-29,2013,75,34,1,26,4,37,3,14,blue,dragon,even,small,6
2013-07-02,2013,76,45,28,19,43,33,7,13,red,snake,odd,small,7
2013-07-06,2013,77,43,29,6,9,47,27,17,green,ox,odd,small,7
2013-07-09,2013,78,1,15,46,38,4,40,49,green,snake,odd,big,7
2013-07-11,2013,79,38,45,39,14,28,26,8,red,dog,even,small,7
2013-07-13,2013,80,7,32,18,14,23,46,42,blue,rat,even,big,7
2013-07-16,2013,81,3,18,19,37,47,20,25,blue,snake,odd,big,7
2013-07-18,2013,82,14,46,36,18,28,32,44,green,dog,even,big,7
2013-07-21,2013,83,26,33,17,3,20,47,34,red,monkey,even,big,7
2013-07-23,2013,84,32,28,17,8,6,22,20,blue,dog,even,small,7
2013-07-25,2013,85,49,34,23,27,20,32,30,red,rat,even,big,7
2013-07-27,2013,86,7,28,1,3,36,22,21,green,rooster,odd,small,7
2013-07-30,2013,87,33,44,42,31,12,8,49,green,snake,odd,big,7
2013-08-01,2013,88,8,22,6,20,10,19,42,blue,rat,even,big,8
2013-08-03,2013,89,23,12,6,5,39,38,48,blue,horse,even,big,8
2013-08-06,2013,90,44,11,32,4,15,19,42,blue,rat,even,big,8
2013-08-08,2013,91,13,26,25,23,15,29,9,blue,rooster,odd,small,8
2013-08-10,2013,92,3,30,41,20,44,10,31,blue,pig,odd,big,8
2013-08-13,2013,93,41,6,42,49,31,1,44,green,dog,even,big,8
2013-08-15,2013,94,42,31,22,10,26,16,23,red,goat,odd,small,8
2013-08-17,2013,95,30,14,9,32,31,49,1,red,snake,odd,small,8
2013-08-20,2013,96,15,31,14,13,46,48,36,blue,horse,even,big,8
2013-08-22,2013,97,1,41,16,49,25,33,46,red,monkey,even,big,8
2013-08-24,2013,98,20,10,6,15,14,3,33,green,rooster,odd,big,8
2013-08-27,2013,99,14,9,29,36,30,32,20,blue,dog,even,small,8
2013-08-29,2013,100,38,28,35,25,47,24,16,green,tiger,even,small,8
2013-08-31,2013,101,42,3,6,17,18,43,36,blue,horse,even,big,8
2013-09-03,2013,102,21,39,35,26,25,33,17,green,ox,odd,small,9
2013-09-05,2013,103,49,7,29,22,1,28,37,blue,snake,odd,big,9
2013-09-07,2013,104,28,30,18,7,17,10,6,green,rat,even,small,9
2013-09-10,2013,105,49,39,12,19,8,48,17,green,ox,odd,small,9
2013-09-12,2013,106,14,48,31,26,1,28,36,blue,horse,even,big,9
2013-09-14,2013,107,39,29,47,40,21,6,33,green,rooster,odd,big,9
2013-09-16,2013,108,39,22,47,31,45,17,49,green,snake,odd,big,9
2013-09-19,2013,109,45,18,3,49,15,26,41,blue,ox,odd,big,9
2013-09-21,2013,110,47,39,22,35,25,36,31,blue,pig,odd,big,9
2013-09-24,2013,111,26,13,25,30,29,39,19,red,pig,odd,small,9
2013-09-26,2013,112,11,6,9,3,28,7,34,red,monkey,even,big,9
2013-09-28,2013,113,33,39,49,43,48,40,34,red,monkey,even,big,9
2013-09-30,2013,114,43,44,40,1,11,29,4,blue,tiger,even,small,9
2013-10-03,2013,115,26,32,14,41,35,17,15,blue,rabbit,odd,small,10
2013-10-05,2013,116,9,31,29,4,6,36,20,blue,dog,even,small,10
2013-10-08,2013,117,7,3,27,1,6,15,30,red,rat,even,big,10
2013-10-10,2013,118,16,9,8,38,17,11,20,blue,dog,even,small,10
2013-10-13,2013,119,42,48,24,28,37,35,38,green,dragon,even,big,10
2013-10-15,2013,120,20,41,33,4,46,27,12,red,horse,even,small,10
2013-10-17,2013,121,1,45,35,24,44,11,49,green,snake,odd,big,10
2013-10-19,2013,122,31,1,44,47,41,10,18,red,rat,even,small,10
2013-10-22,2013,123,34,49,36,9,5,41,26,blue,dragon,even,big,10
2013-10-24,2013,124,10,24,44,43,9,22,30,red,rat,even,big,10
2013-10-26,2013,125,38,48,47,6,30,15,40,red,tiger,even,big,10
2013-10-29,2013,126,25,34,47,22,1,20,17,green,ox,odd,small,10
2013-10-31,2013,127,43,47,2,29,9,46,21,green,rooster,odd,small,10
2013-11-02,2013,128,18,8,29,34,19,31,36,blue,horse,even,big,11
2013-11-05,2013,129,38,4,42,22,25,37,20,blue,dog,even,small,11
2013-11-07,2013,130,9,4,14,26,30,42,21,green,rooster,odd,small,11
2013-11-10,2013,131,32,13,35,39,42,31,16,green,tiger,even,small,11
2013-11-12,2013,132,28,49,19,21,47,18,46,red,monkey,even,big,11
2013-11-14,2013,133,8,25,3,34,10,29,32,green,dog,even,big,11
2013-11-16,2013,134,1,43,8,17,39,32,48,blue,horse,even,big,11
2013-11-19,2013,135,27,49,35,12,47,44,36,blue,horse,even,big,11
2013-11-21,2013,136,6,25,23,8,49,3,4,blue,tiger,even,small,11
2013-11-23,2013,137,21,41,30,3,20,18,13,red,snake,odd,small,11
2013-11-26,2013,138,9,31,44,10,34,12,18,red,rat,even,small,11
2013-11-28,2013,139,3,6,33,34,21,43,9,blue,rooster,odd,small,11
2013-11-30,2013,140,34,2,45,15,42,19,14,blue,dragon,even,small,11
2013-12-03,2013,141,40,39,17,1,29,24,21,green,rooster,odd,small,12
2013-12-05,2013,142,26,19,46,16,17,1,29,red,ox,odd,big,12
2013-12-07,2013,143,41,24,26,18,44,5,20,blue,dog,even,small,12
2013-12-10,2013,144,46,17,30,36,1,8,16,green,tiger,even,small,12
2013-12-12,2013,145,34,24,10,19,31,28,27,green,rabbit,odd,big,12
2013-12-14,2013,146,49,38,15,6,46,14,29,red,ox,odd,big,12
2013-12-17,2013,147,19,33,1,20,8,15,47,blue,goat,odd,big,12
2013-12-19,2013,148,4,47,39,31,14,43,27,green,rabbit,odd,big,12
2013-12-22,2013,149,49,18,43,13,41,12,39,green,rabbit,odd,big,12
2013-12-25,2013,150,4,47,45,21,49,25,6,green,rat,even,small,12
2013-12-28,2013,151,32,43,9,42,20,4,5,green,ox,odd,small,12
2013-12-31,2013,152,42,40,44,7,12,9,14,blue,dragon,even,small,12
2014-01-02,2014,1,43,38,1,46,36,49,21,green,dog,odd,small,1
2014-01-04,2014,2,31,49,16,32,6,44,43,green,rat,odd,big,1
2014-01-07,2014,3,31,9,38,41,16,30,46,red,rooster,even,big,1
2014-01-09,2014,4,15,28,4,39,45,16,25,blue,horse,odd,big,1
2014-01-12,2014,5,36,39,44,16,42,3,17,green,tiger,odd,small,1
2014-01-14,2014,6,9,11,33,31,34,27,21,green,dog,odd,small,1
2014-01-16,2014,7,9,37,18,17,16,15,33,green,dog,odd,big,1
2014-01-18,2014,8,28,44,18,17,3,26,38,green,snake,even,big,1
2014-01-21,2014,9,23,20,34,37,49,8,44,green,pig,even,big,1
2014-01-23,2014,10,4,18,21,31,27,5,7,red,rat,odd,small,1
2014-01-25,2014,11,38,37,43,5,20,48,6,green,ox,even,small,1
2014-01-28,2014,12,30,20,37,4,27,31,18,red,ox,even,small,1
2014-01-30,2014,13,26,36,16,3,2,4,45,red,dog,odd,big,1
2014-02-04,2014,14,49,15,48,11,13,39,37,blue,horse,odd,big,2
2014-02-06,2014,15,37,26,27,32,33,45,39,green,dragon,odd,big,2
2014-02-09,2014,16,47,20,35,21,37,48,14,blue,snake,even,small,2
2014-02-11,2014,17,29,24,7,27,25,10,19,red,rat,odd,small,2
2014-02-13,2014,18,40,19,46,25,49,23,30,red,ox,even,big,2
2014-02-15,2014,19,2,32,30,36,14,45,11,green,monkey,odd,small,2
2014-02-18,2014,20,21,23,15,34,25,45,35,red,monkey,odd,big,2
2014-02-20,2014,21,26,31,5,24,3,40,45,red,dog,odd,big,2
2014-02-22,2014,22,24,35,33,23,29,2,14,blue,snake,even,small,2
2014-02-25,2014,23,8,43,40,39,41,26,5,green,tiger,odd,small,2
2014-02-27,2014,24,35,28,9,15,24,5,44,green,pig,even,big,2
2014-03-02,2014,25,21,46,16,19,11,38,34,red,rooster,even,big,3
2014-03-04,2014,26,27,19,33,3,13,16,22,green,rooster,even,small,3
2014-03-06,2014,27,46,39,27,6,10,20,38,green,snake,even,big,3
2014-03-08,2014,28,2,16,17,32,24,3,40,red,rabbit,even,big,3
2014-03-11,2014,29,33,30,28,6,15,4,27,green,dragon,odd,big,3
2014-03-13,2014,30,7,20,19,22,10,17,30,red,ox,even,big,3
2014-03-15,2014,31,29,46,2,24,21,15,27,green,dragon,odd,big,3
2014-03-18,2014,32,42,17,2,48,23,35,27,green,dragon,odd,big,3
2014-03-20,2014,33,1,37,9,48,18,25,14,blue,snake,even,small,3
2014-03-22,2014,34,20,34,26,21,11,49,4,blue,rabbit,even,small,3
2014-03-25,2014,35,36,22,35,44,28,45,6,green,ox,even,small,3
2014-03-27,2014,36,35,45,49,7,42,23,36,blue,goat,even,big,3
2014-03-29,2014,37,18,24,10,33,12,2,11,green,monkey,odd,small,3
2014-04-01,2014,38,36,48,43,49,33,22,25,blue,horse,odd,big,4
2014-04-03,2014,39,25,26,4,28,27,9,3,blue,dragon,odd,small,4
2014-04-05,2014,40,44,39,45,10,19,38,31,blue,rat,odd,big,4
2014-04-08,2014,41,24,47,45,11,31,46,6,green,ox,even,small,4
2014-04-10,2014,42,31,49,18,21,42,4,25,blue,horse,odd,big,4
2014-04-12,2014,43,43,45,18,20,28,6,13,red,horse,odd,small,4
2014-04-15,2014,44,41,6,45,14,28,16,27,green,dragon,odd,big,4
2014-04-17,2014,45,24,14,12,45,17,23,42,blue,ox,even,big,4
2014-04-19,2014,46,46,47,21,32,20,35,3,blue,dragon,odd,small,4
2014-04-22,2014,47,29,1,41,12,3,36,14,blue,snake,even,small,4
2014-04-24,2014,48,39,28,40,17,1,32,16,green,rabbit,even,small,4
2014-04-26,2014,49,47,9,12,36,27,22,46,red,rooster,even,big,4
2014-04-29,2014,50,26,15,2,8,45,37,14,blue,snake,even,small,4
2014-05-01,2014,51,28,37,1,14,29,43,30,red,ox,even,big,5
2014-05-03,2014,52,13,30,2,16,6,36,25,blue,horse,odd,big,5
2014-05-06,2014,53,10,33,23,39,36,44,30,red,ox,even,big,5
2014-05-08,2014,54,37,12,39,2,30,10,48,blue,goat,even,big,5
2014-05-11,2014,55,26,38,45,49,16,11,5,green,tiger,odd,small,5
2014-05-13,2014,56,35,9,32,20,22,41,8,red,pig,even,small,5
2014-05-15,2014,57,16,12,24,9,35,34,7,red,rat,odd,small,5
2014-05-18,2014,58,21,37,45,27,9,12,7,red,rat,odd,small,5
2014-05-20,2014,59,10,33,16,44,34,47,6,green,ox,even,small,5
2014-05-22,2014,60,17,37,31,9,28,35,19,red,rat,odd,small,5
2014-05-24,2014,61,41,2,14,4,39,30,49,green,horse,odd,big,5
2014-05-27,2014,62,30,16,10,34,44,3,1,red,horse,odd,small,5
2014-05-29,2014,63,48,4,26,24,14,19,35,red,monkey,odd,big,5
2014-05-31,2014,64,47,28,32,37,2,10,31,blue,rat,odd,big,5
2014-06-02,2014,65,39,3,19,13,36,20,15,blue,dragon,odd,small,6
2014-06-04,2014,66,40,25,33,46,10,11,6,green,ox,even,small,6
2014-06-07,2014,67,4,8,44,13,19,48,27,green,dragon,odd,big,6
2014-06-10,2014,68,30,32,1,35,44,37,40,red,rabbit,even,big,6
2014-06-12,2014,69,3,44,21,18,41,45,15,blue,dragon,odd,small,6
2014-06-17,2014,70,16,23,45,15,4,3,21,green,dog,odd,small,6
2014-06-19,2014,71,30,31,24,44,3,17,7,red,rat,odd,small,6
2014-06-21,2014,72,49,45,17,37,2,40,48,blue,goat,even,big,6
2014-06-24,2014,73,30,31,25,35,18,24,36,blue,goat,even,big,6
2014-06-26,2014,74,42,48,47,20,2,40,28,green,rabbit,even,big,6
2014-06-29,2014,75,15,23,46,38,47,26,21,green,dog,odd,small,6
2014-07-03,2014,76,48,17,37,14,43,34,20,blue,pig,even,small,7
2014-07-05,2014,77,36,32,10,38,14,37,47,blue,monkey,odd,big,7
2014-07-08,2014,78,16,38,4,22,39,27,36,blue,goat,even,big,7
2014-07-10,2014,79,17,25,1,9,22,2,8,red,pig,even,small,7
2014-07-12,2014,80,11,40,3,49,13,23,43,green,rat,odd,big,7
2014-07-15,2014,81,41,32,9,42,2,5,44,green,pig,even,big,7
2014-07-17,2014,82,20,28,42,43,1,30,10,blue,rooster,even,small,7
2014-07-19,2014,83,48,41,30,9,40,1,49,green,horse,odd,big,7
2014-07-22,2014,84,14,1,16,3,41,24,13,red,horse,odd,small,7
2014-07-24,2014,85,38,4,31,36,5,21,14,blue,snake,even,small,7
2014-07-26,2014,86,17,36,4,1,15,42,40,red,rabbit,even,big,7
2014-07-29,2014,87,11,13,31,37,15,47,19,red,rat,odd,small,7
2014-07-31,2014,88,12,35,44,22,48,27,38,green,snake,even,big,7
2014-08-02,2014,89,42,23,48,26,22,3,28,green,rabbit,even,big,8
2014-08-05,2014,90,7,24,29,8,18,5,14,blue,snake,even,small,8
2014-08-07,2014,91,46,32,14,31,36,5,11,green,monkey,odd,small,8
2014-08-09,2014,92,15,41,31,1,33,9,37,blue,horse,odd,big,8
2014-08-12,2014,93,27,39,31,9,7,36,32,green,pig,even,big,8
2014-08-14,2014,94,14,49,4,48,8,23,11,green,monkey,odd,small,8
2014-08-16,2014,95,42,27,37,23,26,46,15,blue,dragon,odd,small,8
2014-08-19,2014,96,42,27,2,46,32,5,16,green,rabbit,even,small,8
2014-08-21,2014,97,31,10,30,14,29,26,18,red,ox,even,small,8
2014-08-23,2014,98,14,24,38,32,12,4,13,red,horse,odd,small,8
2014-08-26,2014,99,44,33,25,37,32,29,47,blue,monkey,odd,big,8
2014-08-28,2014,100,38,17,27,11,24,31,49,green,horse,odd,big,8
2014-08-30,2014,101,15,27,18,24,49,39,6,green,ox,even,small,8
2014-09-02,2014,102,45,43,37,26,47,28,25,blue,horse,odd,big,9
2014-09-04,2014,103,11,34,36,43,14,46,1,red,horse,odd,small,9
2014-09-09,2014,104,7,39,27,36,25,42,31,blue,rat,odd,big,9
2014-09-13,2014,105,43,48,3,12,40,49,32,green,pig,even,big,9
2014-09-16,2014,106,17,22,43,4,34,15,35,red,monkey,odd,big,9
2014-09-18,2014,107,45,25,16,27,6,20,29,red,tiger,odd,big,9
2014-09-20,2014,108,38,32,48,3,16,40,27,green,dragon,odd,big,9
2014-09-23,2014,109,13,28,43,41,12,20,23,red,monkey,odd,small,9
2014-09-25,2014,110,48,19,49,42,44,3,38,green,snake,even,big,9
2014-09-28,2014,111,10,28,6,35,26,12,24,red,goat,even,small,9
2014-09-30,2014,112,10,16,20,46,39,45,47,blue,monkey,odd,big,9
2014-10-02,2014,113,10,4,24,29,33,35,7,red,rat,odd,small,10
2014-10-04,2014,114,5,45,14,24,27,22,8,red,pig,even,small,10
2014-10-07,2014,115,49,33,42,12,13,26,48,blue,goat,even,big,10
2014-10-09,2014,116,12,2,23,46,40,14,39,green,dragon,odd,big,10
2014-10-11,2014,117,37,29,35,26,34,47,8,red,pig,even,small,10
2014-10-14,2014,118,8,5,17,37,1,20,33,green,dog,odd,big,10
2014-10-16,2014,119,34,39,48,4,49,9,18,red,ox,even,small,10
2014-10-18,2014,120,19,47,22,12,40,36,25,blue,horse,odd,big,10
2014-10-21,2014,121,29,6,18,34,17,9,42,blue,ox,even,big,10
2014-10-23,2014,122,11,29,28,41,14,37,19,red,rat,odd,small,10
2014-10-25,2014,123,40,39,41,13,1,43,18,red,ox,even,small,10
2014-10-28,2014,124,30,37,16,47,26,43,31,blue,rat,odd,big,10
2014-10-30,2014,125,49,36,3,47,29,19,33,green,dog,odd,big,10
2014-11-01,2014,126,20,44,26,9,10,11,31,blue,rat,odd,big,11
2014-11-04,2014,127,38,30,23,16,29,37,33,green,dog,odd,big,11
2014-11-06,2014,128,29,4,12,14,48,10,3,blue,dragon,odd,small,11
2014-11-08,2014,129,7,8,32,15,34,39,43,green,rat,odd,big,11
2014-11-11,2014,130,5,49,9,3,48,19,26,blue,snake,even,big,11
2014-11-13,2014,131,36,49,21,42,41,46,6,green,ox,even,small,11
2014-11-16,2014,132,34,33,15,43,32,7,10,blue,rooster,even,small,11
2014-11-18,2014,133,17,2,6,37,49,24,46,red,rooster,even,big,11
2014-11-20,2014,134,33,16,8,46,19,35,12,red,goat,even,small,11
2014-11-22,2014,135,12,27,32,17,33,2,44,green,pig,even,big,11
2014-11-25,2014,136,47,6,44,41,35,42,19,red,rat,odd,small,11
2014-11-27,2014,137,2,45,22,20,40,30,44,green,pig,even,big,11
2014-11-29,2014,138,33,37,7,26,29,32,31,blue,rat,odd,big,11
2014-12-02,2014,139,47,27,4,13,49,1,33,green,dog,odd,big,12
2014-12-04,2014,140,1,20,33,27,36,8,35,red,monkey,odd,big,12
2014-12-06,2014,141,21,17,40,18,25,48,16,green,rabbit,even,small,12
2014-12-09,2014,142,41,3,13,4,29,31,46,red,rooster,even,big,12
2014-12-11,2014,143,32,7,1,35,13,39,31,blue,rat,odd,big,12
2014-12-13,2014,144,12,17,48,20,14,40,19,red,rat,odd,small,12
2014-12-16,2014,145,1,42,31,7,14,34,16,green,rabbit,even,small,12
2014-12-18,2014,146,8,10,25,6,29,21,33,green,dog,odd,big,12
2014-12-21,2014,147,43,36,37,25,30,2,22,green,rooster,even,small,12
2014-12-23,2014,148,35,1,47,12,4,14,33,green,dog,odd,big,12
2014-12-25,2014,149,19,47,24,46,12,43,30,red,ox,even,big,12
2014-12-27,2014,150,28,15,31,32,14,48,40,red,rabbit,even,big,12
2014-12-29,2014,151,1,40,30,39,25,33,7,red,rat,odd,small,12
2014-12-31,2014,152,32,37,19,25,33,10,27,green,dragon,odd,big,12
2015-01-03,2015,1,44,42,15,35,8,31,39,green,snake,odd,big,1
2015-01-06,2015,2,14,16,18,3,49,38,29,red,rabbit,odd,big,1
2015-01-08,2015,3,8,28,44,18,37,19,13,red,goat,odd,small,1
2015-01-11,2015,4,47,21,10,40,24,33,5,green,rabbit,odd,small,1
2015-01-13,2015,5,37,40,43,21,27,16,14,blue,horse,even,small,1
2015-01-15,2015,6,14,49,1,43,2,37,24,red,monkey,even,small,1
2015-01-17,2015,7,27,14,25,15,30,16,11,green,rooster,odd,small,1
2015-01-20,2015,8,29,13,9,15,5,7,47,blue,rooster,odd,big,1
2015-01-22,2015,9,42,30,46,8,21,16,32,green,rat,even,big,1
2015-01-24,2015,10,18,17,26,20,32,31,6,green,tiger,even,small,1
2015-01-27,2015,11,5,10,13,28,35,4,12,red,monkey,even,small,1
2015-01-29,2015,12,29,25,32,6,15,46,9,blue,pig,odd,small,1
2015-01-31,2015,13,46,47,14,7,17,5,27,green,snake,odd,big,1
2015-02-03,2015,14,49,43,11,36,47,34,21,green,pig,odd,small,2
2015-02-05,2015,15,22,18,17,13,16,45,10,blue,dog,even,small,2
2015-02-08,2015,16,17,18,5,7,27,48,30,red,tiger,even,big,2
2015-02-10,2015,17,30,23,2,41,34,17,14,blue,horse,even,small,2
2015-02-12,2015,18,31,14,7,10,9,22,35,red,rooster,odd,big,2
2015-02-14,2015,19,10,25,21,35,12,2,26,blue,horse,even,big,2
2015-02-17,2015,20,44,22,28,33,14,46,25,blue,goat,odd,big,2
2015-02-22,2015,21,42,46,29,28,15,20,35,red,rooster,odd,big,2
2015-02-24,2015,22,48,17,32,28,33,18,37,blue,goat,odd,big,2
2015-02-26,2015,23,22,20,25,33,12,10,27,green,snake,odd,big,2
2015-02-28,2015,24,23,6,9,43,25,41,38,green,horse,even,big,2
2015-03-03,2015,25,17,25,46,27,13,49,19,red,ox,odd,small,3
2015-03-05,2015,26,10,38,20,2,6,40,46,red,dog,even,big,3
2015-03-07,2015,27,32,8,49,6,16,12,37,blue,goat,odd,big,3
2015-03-10,2015,28,22,45,1,27,48,18,25,blue,goat,odd,big,3
2015-03-12,2015,29,23,14,25,37,24,17,34,red,dog,even,big,3
2015-03-14,2015,30,29,4,21,37,25,32,27,green,snake,odd,big,3
2015-03-17,2015,31,1,11,5,47,34,23,14,blue,horse,even,small,3
2015-03-19,2015,32,31,30,43,15,17,12,46,red,dog,even,big,3
2015-03-22,2015,33,26,34,38,7,33,30,5,green,rabbit,odd,small,3
2015-03-24,2015,34,42,37,2,5,44,13,27,green,snake,odd,big,3
2015-03-26,2015,35,39,6,2,9,49,16,29,red,rabbit,odd,big,3
2015-03-28,2015,36,37,11,16,29,6,30,34,red,dog,even,big,3
2015-03-31,2015,37,27,46,10,36,2,5,7,red,ox,odd,small,3
2015-04-02,2015,38,4,42,37,12,20,47,35,red,rooster,odd,big,4
2015-04-04,2015,39,26,44,45,29,12,9,19,red,ox,odd,small,4
2015-04-06,2015,40,43,21,46,42,26,24,4,blue,dragon,even,small,4
2015-04-09,2015,41,11,34,38,31,37,10,14,blue,horse,even,small,4
2015-04-11,2015,42,19,17,6,20,18,42,25,blue,goat,odd,big,4
2015-04-14,2015,43,30,40,35,42,31,48,6,green,tiger,even,small,4
2015-04-16,2015,44,5,20,35,1,39,3,28,green,dragon,even,big,4
2015-04-18,2015,45,31,29,47,41,12,17,38,green,horse,even,big,4
2015-04-21,2015,46,24,13,48,3,20,43,49,green,goat,odd,big,4
2015-04-23,2015,47,8,4,3,36,7,26,31,blue,ox,odd,big,4
2015-04-25,2015,48,19,24,36,12,49,21,23,red,rooster,odd,small,4
2015-04-28,2015,49,36,8,28,1,31,45,9,blue,pig,odd,small,4
2015-04-30,2015,50,8,36,30,42,6,34,12,red,monkey,even,small,4
2015-05-02,2015,51,16,49,26,10,7,12,40,red,dragon,even,big,5
2015-05-05,2015,52,11,42,43,49,13,41,29,red,rabbit,odd,big,5
2015-05-07,2015,53,14,21,25,7,3,29,6,green,tiger,even,small,5
2015-05-10,2015,54,2,15,39,44,38,13,8,red,rat,even,small,5
2015-05-12,2015,55,26,3,15,7,25,47,10,blue,dog,even,small,5
2015-05-14,2015,56,48,5,17,22,34,38,2,red,horse,even,small,5
2015-05-17,2015,57,36,21,44,32,37,46,47,blue,rooster,odd,big,5
2015-05-19,2015,58,48,37,27,28,21,33,13,red,goat,odd,small,5
2015-05-21,2015,59,16,19,47,18,36,42,46,red,dog,even,big,5
2015-05-23,2015,60,43,44,45,5,13,10,7,red,ox,odd,small,5
2015-05-26,2015,61,7,45,42,37,10,15,41,blue,rabbit,odd,big,5
2015-05-28,2015,62,2,47,44,7,23,20,30,red,tiger,even,big,5
2015-05-30,2015,63,42,9,45,36,28,16,2,red,horse,even,small,5
2015-06-02,2015,64,11,21,38,42,12,15,25,blue,goat,odd,big,6
2015-06-04,2015,65,24,49,31,28,39,18,44,green,rat,even,big,6
2015-06-06,2015,66,22,27,9,11,49,14,44,green,rat,even,big,6
2015-06-09,2015,67,20,16,7,17,25,12,31,blue,ox,odd,big,6
2015-06-11,2015,68,44,35,10,13,38,42,27,green,snake,odd,big,6
2015-06-13,2015,69,26,33,12,24,25,10,23,red,rooster,odd,small,6
2015-06-16,2015,70,13,26,44,40,24,16,42,blue,tiger,even,big,6
2015-06-18,2015,71,12,46,11,35,24,4,3,blue,snake,odd,small,6
2015-06-20,2015,72,34,16,12,48,31,42,37,blue,goat,odd,big,6
2015-06-23,2015,73,33,42,26,3,10,46,44,green,rat,even,big,6
2015-06-25,2015,74,40,28,49,26,1,5,15,blue,snake,odd,small,6
2015-06-28,2015,75,43,41,9,8,33,18,15,blue,snake,odd,small,6
2015-06-30,2015,76,21,27,12,14,38,43,15,blue,snake,odd,small,6
2015-07-02,2015,77,11,4,48,44,23,32,49,green,goat,odd,big,7
2015-07-04,2015,78,47,34,9,32,24,43,35,red,rooster,odd,big,7
2015-07-07,2015,79,40,28,29,38,19,9,33,green,pig,odd,big,7
2015-07-11,2015,80,17,22,5,28,2,27,37,blue,goat,odd,big,7
2015-07-14,2015,81,7,10,13,38,20,8,5,green,rabbit,odd,small,7
